order_id,customer_id,order_date,shipping_method,status,region
35167,284,2025-06-02,Standard,Delivered,West
35168,958,2024-08-15,Standard,Delivered,South
35169,476,2025-06-06,Second Day,Cancelled,South
35170,4210,2024-03-18,Same Day,Delivered,East
35171,4074,2024-01-12,Standard,Delivered,Midwest
35172,274,2025-10-09,Standard,Delivered,South
35173,4008,2025-04-09,Second Day,Delivered,South
35174,1644,2025-03-19,Standard,Delivered,South
35175,3252,2025-06-07,Second Day,Delivered,East
35176,1353,2025-05-18,Second Day,Delivered,South
35177,1303,2025-01-25,Second Day,Delivered,West
35178,3938,2025-04-22,Standard,Delivered,West
35179,853,2024-03-17,Standard,Delivered,East
35180,4621,2024-11-23,Standard,Delivered,South
35181,2378,2025-05-05,Second Day,Shipped,Midwest
35182,2362,2025-10-06,Standard,Delivered,West
35183,2450,2024-11-10,Second Day,Delivered,Midwest
35184,3212,2025-08-11,Standard,Delivered,East
35185,4571,2024-03-25,Second Day,Delivered,East
35186,4931,2024-09-06,Standard,Delivered,West
35187,2106,2025-01-28,Same Day,Delivered,West
35188,2754,2024-09-22,Standard,Cancelled,East
35189,2747,2025-10-27,Second Day,Shipped,East
35190,2365,2025-12-31,Second Day,Delivered,East
35191,2468,2025-10-14,Standard,Delivered,West
35192,1992,2025-09-12,Second Day,Delivered,East
35193,618,2025-08-19,Standard,Delivered,West
35194,2541,2025-04-26,Standard,Delivered,East
35195,4387,2025-09-13,Standard,Delivered,West
35196,1801,2025-02-16,Standard,Cancelled,West
35197,863,2024-04-23,Second Day,Delivered,East
35198,4751,2025-01-04,Same Day,Delivered,South
35199,3031,2024-03-10,Standard,Returned,East
35200,749,2024-10-29,Standard,Delivered,West
35201,1282,2025-03-05,Standard,Delivered,East
35202,832,2024-10-27,Same Day,Delivered,West
35203,1809,2024-08-18,Standard,Delivered,South
35204,2914,2024-11-25,Standard,Delivered,East
35205,704,2025-03-26,Standard,Delivered,South
35206,4070,2025-04-12,Standard,Shipped,East
35207,2962,2025-12-10,Standard,Delivered,West
35208,3425,2024-04-20,Second Day,Delivered,East
35209,231,2024-09-19,Second Day,Delivered,West
35210,2192,2025-03-07,Standard,Delivered,West
35211,2556,2025-09-02,Same Day,Cancelled,Midwest
35212,4737,2024-10-01,Standard,Delivered,East
35213,882,2024-01-14,Standard,Delivered,West
35214,4624,2025-04-06,Second Day,Delivered,West
35215,1470,2024-02-27,Standard,Shipped,East
35216,773,2024-10-23,Standard,Cancelled,West
35217,1013,2025-07-05,Second Day,Delivered,East
35218,256,2025-03-07,Standard,Returned,West
35219,3190,2024-08-13,Second Day,Delivered,Midwest
35220,1003,2024-03-31,Standard,Delivered,South
35221,59,2024-03-10,Standard,Delivered,East
35222,1563,2024-03-07,Standard,Delivered,West
35223,3510,2025-01-11,Standard,Delivered,South
35224,3952,2024-04-20,Standard,Delivered,South
35225,165,2024-05-20,Second Day,Delivered,East
35226,3781,2025-11-26,Same Day,Delivered,South
35227,2990,2024-02-23,Standard,Delivered,West
35228,2438,2025-07-31,Standard,Shipped,West
35229,1278,2024-12-24,Standard,Delivered,Midwest
35230,2149,2025-09-12,Second Day,Delivered,East
35231,1829,2025-12-09,Standard,Delivered,West
35232,1076,2025-02-27,Standard,Delivered,East
35233,3050,2024-02-17,Standard,Delivered,Midwest
35234,1618,2024-06-26,Standard,Cancelled,East
35235,1588,2025-05-09,Same Day,Delivered,East
35236,4493,2025-09-14,Standard,Delivered,South
35237,2248,2025-07-25,Standard,Delivered,West
35238,245,2025-07-26,Standard,Delivered,Midwest
35239,4999,2025-08-15,Standard,Delivered,Midwest
35240,3567,2024-12-14,Second Day,Delivered,East
35241,3129,2025-03-18,Standard,Delivered,South
35242,2879,2025-02-17,Second Day,Cancelled,West
35243,2701,2024-01-11,Standard,Delivered,Midwest
35244,1280,2025-03-15,Second Day,Delivered,West
35245,3641,2025-12-11,Standard,Shipped,East
35246,3250,2024-08-26,Second Day,Delivered,South
35247,677,2025-04-01,Second Day,Delivered,South
35248,2320,2025-04-03,Second Day,Delivered,South
35249,895,2025-03-16,Standard,Delivered,West
35250,711,2025-11-13,Standard,Delivered,West
35251,327,2024-05-23,Standard,Delivered,South
35252,3188,2024-12-12,Standard,Delivered,East
35253,4697,2024-01-02,Standard,Delivered,South
35254,1688,2025-03-25,Same Day,Delivered,South
35255,1427,2024-05-21,Standard,Delivered,Midwest
35256,1421,2024-02-21,Standard,Cancelled,South
35257,1225,2025-04-02,Standard,Delivered,East
35258,1860,2024-03-29,Second Day,Shipped,East
35259,3000,2025-04-29,Standard,Delivered,East
35260,608,2025-01-11,Standard,Delivered,East
35261,237,2024-05-22,Second Day,Shipped,Midwest
35262,4012,2025-02-25,Standard,Delivered,West
35263,3137,2024-09-19,Second Day,Delivered,West
35264,1,2025-07-02,Standard,Delivered,Midwest
35265,3513,2025-05-16,Same Day,Delivered,West
35266,3978,2025-01-18,Standard,Shipped,West
35267,2403,2024-11-23,Standard,Delivered,West
35268,4857,2024-05-23,Same Day,Delivered,East
35269,2325,2025-04-09,Second Day,Delivered,East
35270,559,2024-12-03,Second Day,Delivered,Midwest
35271,4468,2025-11-12,Standard,Cancelled,West
35272,2156,2024-12-06,Second Day,Delivered,Midwest
35273,3102,2024-08-20,Same Day,Delivered,South
35274,1317,2024-09-02,Standard,Delivered,East
35275,2634,2024-06-14,Second Day,Delivered,West
35276,2708,2025-12-21,Standard,Delivered,West
35277,4997,2025-08-11,Standard,Delivered,South
35278,487,2025-07-30,Second Day,Delivered,East
35279,756,2024-03-02,Standard,Delivered,South
35280,2215,2025-12-31,Standard,Shipped,South
35281,898,2025-01-02,Same Day,Delivered,East
35282,3597,2025-09-04,Standard,Cancelled,East
35283,2877,2024-02-26,Second Day,Delivered,South
35284,2144,2024-10-29,Same Day,Delivered,West
35285,2997,2025-03-22,Second Day,Delivered,West
35286,3249,2025-09-12,Standard,Delivered,East
35287,3711,2024-09-01,Standard,Delivered,South
35288,3981,2024-04-27,Second Day,Cancelled,East
35289,2093,2025-10-16,Standard,Delivered,West
35290,2427,2024-06-28,Standard,Delivered,East
35291,4553,2025-05-09,Standard,Delivered,East
35292,1535,2025-05-29,Standard,Delivered,South
35293,4060,2024-10-19,Standard,Delivered,West
35294,1071,2025-04-22,Same Day,Delivered,West
35295,3193,2025-07-11,Standard,Delivered,West
35296,4585,2025-07-19,Same Day,Delivered,East
35297,767,2024-05-27,Second Day,Delivered,East
35298,1853,2025-09-21,Standard,Delivered,Midwest
35299,4037,2024-02-11,Standard,Delivered,South
35300,4012,2024-04-07,Standard,Shipped,West
35301,3358,2024-02-08,Standard,Delivered,West
35302,2343,2024-01-05,Same Day,Delivered,West
35303,2724,2025-11-30,Standard,Returned,West
35304,2850,2024-05-03,Standard,Cancelled,East
35305,1641,2024-11-27,Standard,Delivered,East
35306,3222,2025-05-29,Standard,Cancelled,East
35307,190,2025-09-14,Standard,Delivered,East
35308,338,2025-01-25,Standard,Delivered,Midwest
35309,3312,2025-07-02,Standard,Cancelled,West
35310,2782,2024-11-18,Standard,Delivered,East
35311,496,2025-10-30,Standard,Delivered,South
35312,853,2024-06-19,Standard,Delivered,East
35313,1124,2024-05-07,Same Day,Delivered,South
35314,288,2024-01-04,Standard,Shipped,Midwest
35315,1131,2025-03-28,Standard,Delivered,West
35316,1343,2024-07-15,Standard,Delivered,East
35317,337,2025-02-19,Standard,Delivered,West
35318,4259,2025-09-21,Standard,Delivered,Midwest
35319,2686,2024-05-02,Standard,Delivered,East
35320,76,2025-07-13,Standard,Delivered,East
35321,378,2024-04-12,Same Day,Delivered,South
35322,4290,2024-12-01,Standard,Delivered,East
35323,35,2025-06-30,Second Day,Delivered,Midwest
35324,429,2024-04-18,Standard,Delivered,West
35325,189,2025-01-05,Standard,Delivered,East
35326,530,2025-07-20,Standard,Delivered,West
35327,2860,2025-11-13,Second Day,Cancelled,East
35328,3028,2025-11-13,Standard,Delivered,West
35329,13,2024-06-01,Standard,Shipped,South
35330,4740,2025-07-04,Standard,Delivered,East
35331,4772,2024-03-13,Second Day,Delivered,West
35332,907,2025-06-29,Standard,Delivered,East
35333,359,2025-07-30,Second Day,Delivered,Midwest
35334,3879,2024-12-19,Standard,Shipped,Midwest
35335,2866,2025-09-02,Second Day,Delivered,West
35336,609,2025-05-06,Standard,Cancelled,South
35337,1502,2024-07-01,Standard,Delivered,West
35338,4648,2025-11-03,Standard,Shipped,Midwest
35339,4618,2025-11-08,Second Day,Delivered,West
35340,608,2024-08-30,Standard,Delivered,East
35341,281,2024-11-30,Standard,Delivered,East
35342,4901,2024-06-09,Standard,Delivered,East
35343,1029,2025-08-28,Standard,Delivered,West
35344,2526,2025-12-31,Standard,Delivered,South
35345,3805,2024-12-30,Standard,Delivered,East
35346,2913,2025-10-29,Standard,Delivered,West
35347,2218,2024-02-25,Second Day,Delivered,East
35348,330,2025-06-21,Second Day,Delivered,West
35349,2166,2025-08-18,Standard,Delivered,East
35350,4636,2025-07-04,Second Day,Delivered,West
35351,765,2025-04-21,Standard,Delivered,West
35352,672,2024-09-23,Standard,Delivered,South
35353,4888,2025-09-07,Second Day,Delivered,West
35354,3580,2025-12-28,Standard,Delivered,West
35355,4445,2024-09-20,Standard,Delivered,East
35356,1832,2024-10-31,Second Day,Shipped,East
35357,4813,2024-07-11,Second Day,Shipped,East
35358,1850,2025-08-21,Standard,Delivered,East
35359,2791,2024-04-19,Standard,Cancelled,West
35360,2046,2025-06-23,Second Day,Shipped,East
35361,48,2024-08-28,Standard,Returned,West
35362,2706,2024-04-15,Standard,Delivered,East
35363,2345,2024-01-24,Standard,Delivered,Midwest
35364,4076,2025-05-25,Same Day,Delivered,South
35365,2542,2025-07-04,Standard,Delivered,East
35366,1011,2024-11-05,Standard,Delivered,West
35367,4323,2025-05-27,Standard,Delivered,West
35368,4374,2025-08-03,Standard,Cancelled,East
35369,2588,2025-01-14,Second Day,Delivered,South
35370,1978,2025-07-18,Same Day,Cancelled,Midwest
35371,3743,2025-02-02,Standard,Delivered,South
35372,109,2024-09-03,Standard,Delivered,South
35373,1722,2025-08-15,Standard,Cancelled,Midwest
35374,3658,2024-05-01,Standard,Delivered,Midwest
35375,3861,2024-09-06,Standard,Delivered,Midwest
35376,1985,2024-11-12,Standard,Returned,West
35377,2492,2025-08-23,Second Day,Delivered,South
35378,148,2025-07-02,Second Day,Delivered,West
35379,2962,2024-08-16,Standard,Delivered,West
35380,2382,2025-02-13,Standard,Delivered,East
35381,943,2024-03-27,Standard,Delivered,West
35382,270,2025-01-04,Standard,Delivered,East
35383,4232,2025-01-07,Standard,Delivered,South
35384,4097,2024-10-20,Standard,Delivered,East
35385,1877,2025-02-08,Second Day,Delivered,South
35386,3249,2025-04-10,Standard,Delivered,East
35387,4299,2024-08-24,Second Day,Shipped,East
35388,1061,2025-05-21,Second Day,Shipped,West
35389,1754,2025-05-04,Second Day,Delivered,West
35390,4738,2024-07-02,Second Day,Delivered,South
35391,4018,2025-10-07,Standard,Delivered,East
35392,4606,2025-12-13,Standard,Delivered,Midwest
35393,3557,2025-03-20,Standard,Shipped,East
35394,3423,2024-03-24,Standard,Delivered,East
35395,3551,2024-04-08,Second Day,Delivered,East
35396,1053,2024-06-20,Standard,Delivered,East
35397,100,2025-12-04,Standard,Delivered,South
35398,817,2025-02-18,Standard,Delivered,South
35399,2313,2024-12-08,Same Day,Returned,South
35400,3685,2024-06-22,Second Day,Delivered,Midwest
35401,275,2025-01-31,Standard,Delivered,South
35402,3454,2024-08-28,Standard,Delivered,South
35403,4108,2025-04-12,Standard,Returned,West
35404,4378,2025-09-14,Standard,Delivered,Midwest
35405,1155,2025-12-25,Second Day,Delivered,East
35406,3348,2025-06-14,Standard,Cancelled,South
35407,2620,2025-12-27,Second Day,Delivered,West
35408,2129,2025-10-11,Second Day,Shipped,West
35409,3572,2024-06-08,Standard,Shipped,East
35410,2588,2024-01-20,Standard,Delivered,South
35411,2465,2024-05-15,Second Day,Delivered,Midwest
35412,208,2025-02-15,Standard,Shipped,West
35413,424,2024-12-16,Standard,Delivered,Midwest
35414,2069,2024-03-09,Standard,Delivered,East
35415,1329,2025-06-03,Standard,Returned,Midwest
35416,3650,2025-08-24,Standard,Delivered,West
35417,3426,2025-09-28,Standard,Delivered,Midwest
35418,2789,2025-09-16,Standard,Shipped,Midwest
35419,1702,2025-11-29,Same Day,Shipped,East
35420,222,2025-09-07,Second Day,Delivered,West
35421,4415,2024-01-07,Standard,Delivered,East
35422,3551,2025-11-18,Standard,Delivered,East
35423,4763,2024-07-28,Standard,Delivered,West
35424,1550,2024-08-30,Standard,Delivered,West
35425,121,2024-05-08,Second Day,Delivered,Midwest
35426,1206,2024-10-10,Second Day,Delivered,East
35427,3473,2024-12-10,Standard,Delivered,South
35428,1235,2024-05-27,Standard,Cancelled,West
35429,3872,2024-06-13,Standard,Shipped,East
35430,3075,2025-12-18,Standard,Shipped,Midwest
35431,3332,2025-10-16,Standard,Delivered,South
35432,2997,2024-12-27,Standard,Cancelled,West
35433,3906,2024-08-03,Second Day,Delivered,East
35434,4393,2025-11-02,Second Day,Cancelled,West
35435,581,2025-06-23,Second Day,Delivered,East
35436,1786,2025-01-02,Standard,Delivered,West
35437,760,2025-09-27,Second Day,Delivered,Midwest
35438,962,2024-11-04,Second Day,Delivered,West
35439,4864,2024-11-26,Standard,Delivered,East
35440,611,2025-12-05,Standard,Delivered,East
35441,4951,2025-01-28,Second Day,Delivered,West
35442,4756,2025-10-22,Standard,Delivered,West
35443,2961,2024-03-21,Standard,Delivered,Midwest
35444,4504,2024-06-28,Second Day,Shipped,West
35445,2887,2025-04-08,Standard,Shipped,South
35446,4660,2025-06-18,Standard,Delivered,South
35447,310,2025-03-11,Standard,Delivered,South
35448,2433,2024-11-06,Standard,Delivered,West
35449,3211,2025-10-26,Standard,Delivered,West
35450,308,2024-05-11,Second Day,Delivered,Midwest
35451,5000,2025-12-02,Second Day,Delivered,East
35452,3,2025-01-05,Same Day,Delivered,East
35453,1825,2025-12-15,Standard,Delivered,Midwest
35454,4391,2025-05-10,Standard,Delivered,Midwest
35455,1110,2024-02-04,Standard,Delivered,East
35456,566,2024-08-15,Standard,Delivered,West
35457,1542,2024-04-05,Standard,Shipped,West
35458,580,2025-03-06,Standard,Delivered,East
35459,2371,2025-10-01,Standard,Shipped,East
35460,3303,2024-11-27,Standard,Delivered,East
35461,182,2024-10-04,Standard,Delivered,West
35462,945,2024-03-24,Standard,Delivered,Midwest
35463,710,2024-01-03,Standard,Delivered,Midwest
35464,14,2024-11-18,Standard,Shipped,West
35465,2383,2025-10-09,Second Day,Delivered,Midwest
35466,3954,2025-04-10,Standard,Delivered,South
35467,3718,2024-01-09,Same Day,Delivered,Midwest
35468,3858,2024-01-18,Standard,Delivered,Midwest
35469,3235,2024-02-19,Standard,Delivered,South
35470,2714,2025-09-09,Second Day,Shipped,East
35471,2434,2025-10-02,Standard,Delivered,East
35472,3174,2025-06-11,Standard,Delivered,Midwest
35473,574,2024-10-30,Standard,Delivered,South
35474,2062,2024-12-31,Same Day,Delivered,Midwest
35475,4367,2024-11-07,Second Day,Delivered,West
35476,4693,2024-10-16,Same Day,Delivered,Midwest
35477,4820,2025-02-01,Same Day,Delivered,East
35478,114,2024-11-23,Same Day,Delivered,West
35479,1060,2024-08-03,Second Day,Delivered,Midwest
35480,410,2025-05-20,Standard,Delivered,East
35481,4038,2024-08-05,Standard,Delivered,East
35482,3109,2025-06-23,Standard,Delivered,West
35483,4017,2025-04-24,Second Day,Delivered,East
35484,300,2024-11-14,Second Day,Delivered,East
35485,904,2024-03-28,Standard,Delivered,East
35486,3538,2025-11-04,Standard,Delivered,East
35487,1185,2025-05-21,Standard,Delivered,South
35488,4595,2024-10-11,Standard,Shipped,South
35489,2231,2024-08-29,Standard,Delivered,West
35490,4472,2025-09-09,Standard,Delivered,Midwest
35491,2159,2025-08-01,Standard,Delivered,East
35492,3280,2024-06-15,Standard,Delivered,Midwest
35493,1334,2025-06-26,Standard,Delivered,South
35494,137,2024-09-23,Standard,Delivered,Midwest
35495,2195,2024-07-01,Standard,Delivered,East
35496,272,2024-11-03,Standard,Delivered,South
35497,682,2024-04-03,Standard,Returned,West
35498,4706,2025-02-09,Second Day,Shipped,South
35499,4069,2025-10-07,Standard,Shipped,Midwest
35500,3538,2024-09-24,Standard,Delivered,East
35501,3890,2024-09-01,Same Day,Delivered,West
35502,2672,2025-09-25,Same Day,Delivered,East
35503,2708,2024-12-26,Same Day,Shipped,West
35504,2888,2024-03-27,Standard,Delivered,West
35505,3613,2024-03-16,Standard,Delivered,Midwest
35506,4765,2024-02-09,Standard,Delivered,Midwest
35507,2872,2025-04-03,Standard,Delivered,Midwest
35508,1087,2025-11-18,Second Day,Delivered,Midwest
35509,2482,2024-08-22,Standard,Cancelled,South
35510,1925,2025-03-26,Second Day,Delivered,East
35511,1343,2024-11-10,Standard,Delivered,East
35512,1477,2025-03-31,Standard,Delivered,West
35513,4184,2025-09-12,Second Day,Shipped,South
35514,2058,2024-10-01,Second Day,Delivered,East
35515,1025,2024-12-13,Standard,Cancelled,East
35516,2791,2024-11-22,Second Day,Delivered,West
35517,903,2024-06-14,Standard,Delivered,South
35518,995,2025-10-28,Same Day,Delivered,South
35519,4890,2024-05-16,Second Day,Shipped,West
35520,4188,2024-12-13,Standard,Delivered,West
35521,4470,2025-03-08,Same Day,Delivered,East
35522,929,2025-01-18,Standard,Shipped,West
35523,1989,2025-07-25,Standard,Delivered,West
35524,708,2025-09-18,Standard,Delivered,Midwest
35525,2930,2024-09-28,Standard,Delivered,West
35526,1173,2024-12-18,Standard,Delivered,South
35527,228,2025-05-10,Same Day,Shipped,West
35528,465,2024-09-03,Same Day,Shipped,East
35529,3257,2024-10-15,Standard,Delivered,South
35530,1325,2024-09-21,Standard,Shipped,West
35531,1056,2025-11-17,Standard,Delivered,East
35532,3640,2024-08-06,Standard,Delivered,West
35533,865,2024-02-07,Same Day,Shipped,West
35534,4359,2025-10-15,Standard,Delivered,South
35535,2863,2025-04-20,Standard,Shipped,West
35536,2118,2024-11-29,Standard,Delivered,East
35537,2843,2024-10-04,Second Day,Delivered,South
35538,1632,2025-08-14,Standard,Delivered,East
35539,4477,2025-01-15,Standard,Delivered,West
35540,767,2024-04-11,Second Day,Delivered,East
35541,4374,2024-10-21,Same Day,Delivered,East
35542,3865,2024-02-11,Second Day,Shipped,West
35543,3685,2024-08-10,Second Day,Delivered,Midwest
35544,4262,2024-10-11,Standard,Shipped,West
35545,3223,2024-05-25,Second Day,Delivered,West
35546,3932,2025-05-09,Standard,Delivered,West
35547,4339,2024-03-19,Standard,Delivered,South
35548,2722,2025-09-21,Standard,Returned,Midwest
35549,88,2025-03-27,Standard,Delivered,East
35550,3605,2024-07-02,Second Day,Delivered,South
35551,2952,2025-02-14,Standard,Delivered,West
35552,3231,2025-10-25,Same Day,Delivered,South
35553,805,2025-03-11,Standard,Delivered,West
35554,363,2024-09-06,Standard,Delivered,South
35555,3562,2024-03-18,Standard,Delivered,Midwest
35556,202,2024-04-24,Standard,Delivered,South
35557,2202,2025-03-02,Second Day,Delivered,West
35558,534,2025-01-19,Standard,Delivered,East
35559,3054,2025-12-07,Standard,Delivered,East
35560,4127,2024-09-07,Standard,Delivered,West
35561,2602,2025-04-04,Standard,Delivered,South
35562,1289,2025-02-25,Standard,Delivered,West
35563,3147,2024-03-28,Standard,Returned,East
35564,819,2024-06-01,Standard,Shipped,East
35565,2136,2025-04-06,Same Day,Shipped,Midwest
35566,2697,2024-04-25,Standard,Delivered,West
35567,2823,2025-08-04,Standard,Delivered,East
35568,2496,2024-01-07,Standard,Delivered,West
35569,4970,2024-09-18,Standard,Delivered,South
35570,4101,2025-11-18,Second Day,Delivered,West
35571,2005,2024-10-26,Standard,Delivered,East
35572,3775,2025-12-13,Standard,Delivered,South
35573,2744,2025-12-05,Second Day,Delivered,South
35574,1749,2025-08-18,Standard,Cancelled,Midwest
35575,1312,2024-05-05,Same Day,Delivered,Midwest
35576,3070,2025-06-11,Standard,Delivered,South
35577,1236,2025-11-24,Standard,Delivered,Midwest
35578,3173,2024-06-10,Second Day,Delivered,East
35579,1328,2024-09-26,Standard,Delivered,West
35580,4046,2025-05-30,Same Day,Delivered,West
35581,804,2025-04-08,Standard,Delivered,South
35582,3513,2025-03-08,Standard,Delivered,West
35583,1795,2025-03-24,Standard,Delivered,East
35584,380,2024-05-07,Standard,Delivered,South
35585,4053,2024-06-02,Standard,Delivered,West
35586,3550,2024-06-04,Standard,Delivered,Midwest
35587,589,2025-08-07,Standard,Cancelled,East
35588,2713,2024-04-14,Standard,Delivered,West
35589,1675,2024-06-10,Second Day,Cancelled,East
35590,4087,2025-03-09,Same Day,Delivered,East
35591,1113,2024-01-22,Standard,Delivered,West
35592,2368,2025-06-02,Same Day,Delivered,East
35593,238,2024-06-03,Standard,Delivered,Midwest
35594,3959,2024-10-31,Second Day,Shipped,East
35595,4630,2024-03-03,Standard,Delivered,East
35596,2540,2025-07-23,Standard,Delivered,West
35597,2798,2024-06-30,Standard,Delivered,West
35598,285,2025-10-31,Standard,Delivered,East
35599,4829,2025-09-15,Standard,Delivered,East
35600,853,2024-05-08,Same Day,Delivered,East
35601,956,2024-11-13,Standard,Shipped,Midwest
35602,809,2025-05-13,Standard,Delivered,South
35603,2111,2025-02-22,Standard,Delivered,West
35604,2745,2025-10-15,Second Day,Delivered,Midwest
35605,3936,2024-10-01,Standard,Shipped,East
35606,4102,2024-09-15,Second Day,Delivered,West
35607,3986,2024-08-19,Second Day,Delivered,West
35608,3484,2024-02-18,Standard,Delivered,West
35609,2418,2025-11-07,Standard,Delivered,East
35610,3313,2025-03-15,Second Day,Delivered,East
35611,1386,2025-03-15,Standard,Delivered,East
35612,4616,2025-03-18,Same Day,Delivered,East
35613,2450,2025-12-30,Second Day,Shipped,Midwest
35614,3226,2025-11-02,Standard,Delivered,Midwest
35615,3056,2024-04-19,Standard,Cancelled,West
35616,1018,2025-07-16,Standard,Delivered,East
35617,4051,2024-01-19,Standard,Delivered,Midwest
35618,1528,2025-07-14,Standard,Delivered,Midwest
35619,1786,2025-05-02,Standard,Delivered,West
35620,1202,2024-10-04,Second Day,Delivered,East
35621,1996,2025-07-18,Standard,Delivered,East
35622,4567,2025-12-25,Second Day,Delivered,East
35623,3825,2024-10-21,Standard,Delivered,West
35624,3367,2024-08-19,Standard,Delivered,East
35625,2516,2025-10-20,Standard,Cancelled,West
35626,3590,2024-11-08,Standard,Delivered,West
35627,3911,2024-12-31,Standard,Delivered,West
35628,3478,2024-07-10,Standard,Delivered,West
35629,2930,2024-04-08,Second Day,Delivered,West
35630,1268,2024-09-14,Second Day,Delivered,South
35631,2976,2025-02-09,Standard,Delivered,East
35632,673,2025-01-13,Standard,Delivered,West
35633,4622,2024-03-05,Standard,Delivered,South
35634,3342,2024-05-11,Standard,Delivered,East
35635,3234,2024-07-03,Standard,Cancelled,East
35636,3749,2024-03-23,Standard,Delivered,Midwest
35637,1990,2024-08-15,Standard,Delivered,West
35638,3986,2024-02-13,Standard,Delivered,West
35639,3533,2024-06-23,Second Day,Delivered,West
35640,3028,2025-06-19,Standard,Delivered,West
35641,4966,2024-12-20,Second Day,Delivered,East
35642,2341,2025-04-09,Standard,Delivered,East
35643,381,2024-03-24,Second Day,Shipped,East
35644,2584,2025-04-10,Standard,Delivered,East
35645,4589,2024-12-24,Same Day,Delivered,South
35646,2910,2024-10-25,Second Day,Shipped,West
35647,4501,2025-06-07,Standard,Delivered,West
35648,4013,2024-08-16,Same Day,Delivered,West
35649,3439,2025-06-30,Second Day,Delivered,East
35650,2875,2024-11-09,Standard,Returned,South
35651,4171,2025-01-26,Standard,Delivered,West
35652,2555,2024-08-11,Standard,Delivered,Midwest
35653,2375,2024-06-11,Second Day,Shipped,South
35654,201,2025-10-24,Standard,Shipped,Midwest
35655,1715,2024-07-22,Standard,Shipped,West
35656,3071,2025-11-22,Second Day,Cancelled,West
35657,20,2024-12-11,Second Day,Cancelled,West
35658,3035,2024-05-14,Second Day,Delivered,East
35659,1500,2025-10-26,Second Day,Delivered,Midwest
35660,1763,2025-07-31,Standard,Delivered,East
35661,2168,2025-09-10,Same Day,Delivered,East
35662,3093,2025-10-11,Standard,Delivered,South
35663,4354,2024-04-03,Standard,Delivered,West
35664,2510,2025-04-26,Second Day,Delivered,Midwest
35665,2856,2024-02-19,Standard,Delivered,Midwest
35666,1687,2024-06-18,Standard,Delivered,South
35667,4081,2025-06-20,Standard,Delivered,East
35668,3651,2025-08-31,Standard,Delivered,West
35669,1014,2025-02-10,Standard,Delivered,Midwest
35670,766,2024-03-07,Standard,Delivered,West
35671,884,2025-02-16,Second Day,Delivered,West
35672,756,2025-01-17,Standard,Delivered,South
35673,2208,2024-10-02,Standard,Delivered,West
35674,4526,2025-01-28,Standard,Delivered,West
35675,2723,2025-12-26,Standard,Shipped,East
35676,776,2025-10-30,Standard,Shipped,West
35677,4764,2025-05-29,Standard,Delivered,East
35678,3453,2024-03-16,Standard,Delivered,East
35679,4723,2024-12-08,Standard,Delivered,East
35680,2017,2025-09-20,Second Day,Delivered,Midwest
35681,341,2025-08-03,Same Day,Cancelled,East
35682,4394,2024-10-15,Standard,Delivered,South
35683,1642,2024-12-17,Standard,Delivered,Midwest
35684,2724,2025-08-30,Second Day,Delivered,West
35685,1891,2024-08-18,Same Day,Delivered,East
35686,4492,2024-03-22,Second Day,Delivered,West
35687,1048,2024-08-27,Second Day,Delivered,South
35688,1083,2024-07-03,Standard,Delivered,Midwest
35689,1341,2024-09-14,Standard,Delivered,South
35690,4107,2024-06-19,Same Day,Delivered,West
35691,4243,2025-03-03,Standard,Delivered,South
35692,3954,2025-12-08,Standard,Delivered,South
35693,399,2025-05-30,Same Day,Delivered,West
35694,1404,2024-06-17,Standard,Shipped,East
35695,4179,2025-12-21,Standard,Delivered,West
35696,2707,2025-01-07,Standard,Delivered,East
35697,1228,2024-11-30,Standard,Delivered,East
35698,4823,2025-10-02,Standard,Delivered,South
35699,159,2025-10-04,Standard,Delivered,East
35700,507,2025-06-28,Standard,Delivered,East
35701,2813,2024-03-10,Second Day,Delivered,South
35702,3298,2024-08-02,Standard,Delivered,East
35703,4,2025-09-09,Second Day,Delivered,Midwest
35704,4775,2024-03-09,Standard,Delivered,Midwest
35705,3980,2024-03-13,Standard,Delivered,East
35706,2270,2024-11-08,Standard,Delivered,East
35707,4656,2025-12-24,Standard,Delivered,East
35708,3071,2024-08-27,Standard,Shipped,West
35709,3022,2024-06-10,Standard,Delivered,East
35710,546,2025-03-05,Standard,Delivered,West
35711,225,2025-02-16,Standard,Delivered,East
35712,298,2025-03-15,Standard,Delivered,West
35713,4821,2025-01-29,Standard,Delivered,West
35714,2061,2025-05-24,Standard,Shipped,West
35715,4782,2024-12-14,Second Day,Delivered,West
35716,4615,2025-11-13,Standard,Delivered,South
35717,2127,2025-08-15,Standard,Delivered,West
35718,426,2025-06-09,Standard,Delivered,South
35719,4060,2025-11-10,Standard,Shipped,West
35720,1212,2024-05-13,Standard,Delivered,West
35721,678,2024-07-02,Standard,Delivered,Midwest
35722,4984,2024-09-10,Standard,Shipped,East
35723,1303,2025-04-23,Standard,Delivered,West
35724,1353,2024-02-11,Same Day,Delivered,South
35725,1153,2025-08-18,Standard,Delivered,West
35726,1590,2024-05-11,Standard,Delivered,South
35727,244,2024-05-27,Standard,Delivered,East
35728,4876,2024-11-14,Standard,Delivered,East
35729,566,2024-10-27,Standard,Delivered,West
35730,3108,2025-05-26,Standard,Delivered,South
35731,3873,2025-09-18,Standard,Delivered,West
35732,1716,2024-03-04,Standard,Delivered,Midwest
35733,1151,2024-11-19,Second Day,Delivered,West
